ts,event_name,user_pseudo_id,session_key,page_path,transaction_id,value,currency,item_id,item_name,price,quantity
2026-01-27 22:41:50.202639 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,13.0,Product 13,19.0,1.0
2026-01-27 22:41:50.202639 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 22:41:50.202639 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 22:40:46.063779 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,17.0,Product 17,25.0,1.0
2026-01-27 22:40:46.063779 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 22:40:46.063779 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 22:40:33.993740 UTC,add_to_cart,1896969388.1769557,1896969388.1769553588-1769553588,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 22:40:32.056725 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,3.0,Product 3,24.0,1.0
2026-01-27 22:40:32.056725 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 22:40:32.056725 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 22:40:23.307449 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,7.0,Product 7,21.0,1.0
2026-01-27 22:40:23.307449 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 22:40:23.307449 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 22:40:11.768089 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 22:40:11.768089 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:40:11.768089 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:40:04.524452 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 22:40:04.524452 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 22:40:04.524452 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 22:40:00.850544 UTC,select_item,1896969388.1769557,1896969388.1769553588-1769553588,/,,,,7.0,Product 7,21.0,1.0
2026-01-27 22:40:00.850544 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 22:40:00.850544 UTC,view_item,1896969388.1769557,1896969388.1769553588-1769553588,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 22:38:24.430573 UTC,purchase,591413466.1769553,591413466.1769553485-1769553484,/checkout,4753c1b2-75ce-4c57-ada0-775eaa3fa757,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:38:24.240412 UTC,begin_checkout,591413466.1769553,591413466.1769553485-1769553484,/checkout,,,,,,,
2026-01-27 22:38:20.924075 UTC,select_item,591413466.1769553,591413466.1769553485-1769553484,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:38:20.924075 UTC,view_item,591413466.1769553,591413466.1769553485-1769553484,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:38:20.924075 UTC,view_item,591413466.1769553,591413466.1769553485-1769553484,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:38:16.382627 UTC,select_item,1056461069.1769552,1056461069.1769553493-1769553493,/,,,,11.0,Product 11,16.0,1.0
2026-01-27 22:38:16.382627 UTC,view_item,1056461069.1769552,1056461069.1769553493-1769553493,/product/11,,16.0,USD,11.0,Product 11,16.0,1.0
2026-01-27 22:38:16.382627 UTC,view_item,1056461069.1769552,1056461069.1769553493-1769553493,/product/11,,16.0,USD,11.0,Product 11,16.0,1.0
2026-01-27 22:37:01.577148 UTC,select_item,618581068.1769552,618581068.1769553392-1769553391,/,,,,9.0,Product 9,11.5,1.0
2026-01-27 22:37:01.577148 UTC,view_item,618581068.1769552,618581068.1769553392-1769553391,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 22:37:01.577148 UTC,view_item,618581068.1769552,618581068.1769553392-1769553391,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 22:36:44.462852 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:36:44.462852 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:36:44.462852 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:36:37.685767 UTC,begin_checkout,618581068.1769552,618581068.1769553392-1769553391,/checkout,,,,,,,
2026-01-27 22:36:36.991038 UTC,add_to_cart,43482501.17695177,43482501.1769517775-1769552743,/product/15,,117.0,USD,15.0,Product 15,39.0,3.0
2026-01-27 22:36:35.291713 UTC,view_item,618581068.1769552,618581068.1769553392-1769553391,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 22:36:35.291713 UTC,view_item,618581068.1769552,618581068.1769553392-1769553391,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 22:36:35.095688 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:36:35.095688 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:36:35.095688 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:36:34.367376 UTC,select_item,618581068.1769552,618581068.1769553392-1769553391,/,,,,17.0,Product 17,25.0,1.0
2026-01-27 22:36:30.628708 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,10.0,Product 10,22.0,1.0
2026-01-27 22:36:30.628708 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:36:30.628708 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:35:57.046875 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,2.0,Product 2,18.5,1.0
2026-01-27 22:35:57.046875 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 22:35:57.046875 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 22:35:48.957393 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 22:35:48.957393 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:35:48.957393 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:35:31.979689 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,9.0,Product 9,11.5,1.0
2026-01-27 22:35:31.979689 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 22:35:31.979689 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 22:34:58.474323 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,2.0,Product 2,18.5,1.0
2026-01-27 22:34:58.474323 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 22:34:58.474323 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 22:34:58.255378 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,3.0,Product 3,24.0,1.0
2026-01-27 22:34:58.255378 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 22:34:58.255378 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 22:34:46.036222 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 22:34:46.036222 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:34:46.036222 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:34:37.309880 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,10.0,Product 10,22.0,1.0
2026-01-27 22:34:37.309880 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:34:37.309880 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:34:36.579688 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,10.0,Product 10,22.0,1.0
2026-01-27 22:34:36.579688 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:34:36.579688 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:34:27.803398 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 22:34:27.803398 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 22:34:27.803398 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 22:34:15.260104 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 22:34:15.260104 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:34:15.260104 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:34:13.294553 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:34:13.294553 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:34:13.294553 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:34:10.647432 UTC,add_to_cart,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:34:10.364619 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 22:34:10.364619 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:34:10.364619 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:34:08.865635 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:34:08.865635 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:34:08.865635 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:33:59.302461 UTC,add_to_cart,1641461007.1769516,1641461007.1769517770-1769551364,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:56.060873 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 22:33:56.060873 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:56.060873 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:52.016949 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 22:33:52.016949 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:52.016949 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:45.260481 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 22:33:45.260481 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:33:45.260481 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:33:37.897380 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,9.0,Product 9,11.5,1.0
2026-01-27 22:33:37.897380 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 22:33:37.897380 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 22:33:28.848665 UTC,add_to_cart,43482501.17695177,43482501.1769517775-1769552743,/product/1,,38.97,USD,1.0,Product 1,12.99,3.0
2026-01-27 22:33:26.009084 UTC,select_item,1641461007.1769516,1641461007.1769517770-1769551364,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:33:26.009084 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:33:26.009084 UTC,view_item,1641461007.1769516,1641461007.1769517770-1769551364,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:33:23.172202 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,5.0,Product 5,34.99,1.0
2026-01-27 22:33:23.172202 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 22:33:23.172202 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 22:33:22.957281 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 22:33:22.957281 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:22.957281 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:33:18.431334 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,11.0,Product 11,16.0,1.0
2026-01-27 22:33:18.431334 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/11,,16.0,USD,11.0,Product 11,16.0,1.0
2026-01-27 22:33:18.431334 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/11,,16.0,USD,11.0,Product 11,16.0,1.0
2026-01-27 22:33:12.042919 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:33:12.042919 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:33:12.042919 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:33:10.039384 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,10.0,Product 10,22.0,1.0
2026-01-27 22:33:10.039384 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:33:10.039384 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 22:32:50.723210 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,5.0,Product 5,34.99,1.0
2026-01-27 22:32:50.723210 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 22:32:50.723210 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 22:32:37.814863 UTC,add_to_cart,549982304.1769552,549982304.1769553075-1769553075,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 22:32:35.329330 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 22:32:35.329330 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 22:32:35.329330 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 22:32:28.476914 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,13.0,Product 13,19.0,1.0
2026-01-27 22:32:28.476914 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 22:32:28.476914 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 22:32:23.186595 UTC,add_to_cart,549982304.1769552,549982304.1769553075-1769553075,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 22:32:20.784105 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 22:32:20.784105 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 22:32:20.784105 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 22:32:16.132884 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,2.0,Product 2,18.5,1.0
2026-01-27 22:32:16.132884 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 22:32:16.132884 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 22:32:12.669038 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 22:32:12.669038 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:32:12.669038 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 22:32:10.857896 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,7.0,Product 7,21.0,1.0
2026-01-27 22:32:10.857896 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 22:32:10.857896 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 22:32:05.515211 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 22:32:05.515211 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:32:05.515211 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 22:31:43.869902 UTC,select_item,43482501.17695177,43482501.1769517775-1769552743,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 22:31:43.869902 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:31:43.869902 UTC,view_item,43482501.17695177,43482501.1769517775-1769552743,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 22:31:28.270723 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,13.0,Product 13,19.0,1.0
2026-01-27 22:31:28.270723 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 22:31:28.270723 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 22:31:17.591209 UTC,select_item,549982304.1769552,549982304.1769553075-1769553075,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 22:31:17.591209 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 22:31:17.591209 UTC,view_item,549982304.1769552,549982304.1769553075-1769553075,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
